Date,Open,High,Low,Close,Adj Close,Volume
2015-07-23,4627.560059,4641.580078,4592.490234,4602.830078,4602.830078,2003310000
2015-07-24,4630.950195,4632.060059,4552.399902,4557.370117,4557.370117,2004380000
2015-07-27,4530.370117,4551.990234,4511.919922,4519.089844,4519.089844,1935470000
2015-07-28,4539.470215,4568.790039,4506.189941,4560.229980,4560.229980,2025110000
2015-07-29,4570.500000,4586.779785,4552.759766,4581.600098,4581.600098,1898100000
2015-07-30,4570.770020,4606.649902,4540.979980,4598.589844,4598.589844,1908480000
2015-07-31,4616.479980,4616.479980,4584.220215,4588.910156,4588.910156,1926360000
2015-08-03,4595.259766,4607.520020,4549.600098,4580.459961,4580.459961,1790080000
2015-08-04,4573.250000,4584.450195,4551.899902,4567.470215,4567.470215,1819700000
2015-08-05,4592.810059,4634.700195,4590.189941,4602.240234,4602.240234,2041490000
2015-08-06,4608.689941,4612.620117,4508.299805,4528.509766,4528.509766,2290950000
2015-08-07,4519.359863,4532.459961,4485.500000,4520.080078,4520.080078,2008360000
2015-08-10,4558.680176,4583.629883,4554.629883,4573.109863,4573.109863,1784930000
2015-08-11,4548.750000,4567.689941,4491.060059,4513.990234,4513.990234,1912340000
2015-08-12,4475.910156,4539.180176,4436.540039,4528.189941,4528.189941,2089460000
2015-08-13,4536.959961,4556.140137,4514.450195,4519.319824,4519.319824,1632340000
2015-08-14,4512.879883,4536.200195,4503.830078,4530.740234,4530.740234,1487630000
2015-08-17,4516.879883,4568.589844,4507.979980,4566.370117,4566.370117,1510790000
2015-08-18,4556.229980,4562.149902,4536.049805,4542.069824,4542.069824,1501540000
2015-08-19,4525.319824,4550.669922,4486.109863,4510.899902,4510.899902,1785420000
2015-08-20,4467.790039,4484.359863,4385.129883,4385.129883,4385.129883,2087000000
2015-08-21,4313.189941,4361.319824,4197.270020,4197.270020,4197.270020,2768540000
2015-08-24,3847.120117,4199.790039,3787.229980,4038.600098,4038.600098,3498840000
2015-08-25,4187.279785,4207.379883,4015.909912,4016.320068,4016.320068,2612800000
2015-08-26,4141.240234,4227.859863,4052.540039,4219.600098,4219.600098,2631660000
2015-08-27,4281.629883,4328.990234,4231.140137,4324.819824,4324.819824,2358880000
2015-08-28,4307.049805,4340.700195,4295.560059,4329.120117,4329.120117,1936540000
2015-08-31,4299.879883,4324.740234,4262.089844,4274.580078,4274.580078,1839010000
2015-09-01,4177.939941,4229.310059,4121.830078,4142.629883,4142.629883,2253750000
2015-09-02,4207.680176,4256.229980,4166.080078,4256.229980,4256.229980,1929080000
2015-09-03,4267.339844,4300.299805,4222.379883,4234.649902,4234.649902,1803320000
2015-09-04,4175.620117,4210.810059,4160.430176,4184.720215,4184.720215,1574720000
2015-09-08,4267.399902,4306.500000,4247.140137,4303.529785,4303.529785,1765600000
2015-09-09,4346.359863,4352.959961,4242.470215,4253.450195,4253.450195,1963750000
2015-09-10,4248.479980,4326.770020,4243.689941,4296.299805,4296.299805,1845770000
2015-09-11,4273.620117,4323.229980,4268.100098,4323.229980,4323.229980,1686190000
2015-09-14,4334.859863,4334.939941,4293.770020,4308.759766,4308.759766,1467740000
2015-09-15,4322.410156,4373.189941,4303.890137,4360.279785,4360.279785,1587460000
2015-09-16,4357.359863,4388.319824,4346.470215,4383.669922,4383.669922,1666380000
2015-09-17,4378.990234,4450.660156,4368.799805,4384.959961,4384.959961,1891510000
2015-09-18,4325.290039,4374.919922,4317.089844,4323.859863,4323.859863,3272150000
2015-09-21,4343.770020,4372.419922,4299.939941,4336.129883,4336.129883,2021530000
2015-09-22,4273.299805,4286.600098,4233.899902,4274.100098,4274.100098,2042880000
2015-09-23,4280.009766,4294.729980,4255.060059,4273.529785,4273.529785,1606330000
2015-09-24,4239.850098,4275.640137,4198.109863,4261.100098,4261.100098,1995820000
2015-09-25,4305.390137,4308.660156,4198.959961,4224.740234,4224.740234,2050530000
2015-09-28,4206.680176,4207.020020,4092.290039,4103.470215,4103.470215,2387610000
2015-09-29,4110.259766,4155.310059,4053.120117,4083.370117,4083.370117,2293450000
2015-09-30,4137.180176,4181.060059,4125.200195,4181.060059,4181.060059,2398350000
2015-10-01,4185.279785,4194.180176,4128.339844,4192.959961,4192.959961,2133990000
2015-10-02,4136.959961,4267.450195,4124.549805,4267.450195,4267.450195,2183320000
2015-10-05,4296.540039,4339.229980,4290.250000,4331.430176,4331.430176,2005320000
2015-10-06,4315.319824,4332.029785,4273.700195,4306.700195,4306.700195,2085020000
2015-10-07,4331.870117,4342.589844,4279.209961,4333.459961,4333.459961,2149890000
2015-10-08,4316.180176,4358.089844,4275.589844,4350.149902,4350.149902,1984230000
2015-10-09,4355.240234,4378.259766,4341.509766,4370.009766,4370.009766,1804260000
2015-10-12,4378.640137,4389.770020,4363.959961,4382.560059,4382.560059,1343820000
2015-10-13,4354.060059,4399.930176,4349.180176,4352.939941,4352.939941,1565060000
2015-10-14,4356.819824,4373.709961,4328.959961,4346.919922,4346.919922,1902460000
2015-10-15,4361.979980,4418.250000,4357.220215,4418.220215,4418.220215,1942900000
2015-10-16,4419.950195,4438.750000,4405.879883,4438.620117,4438.620117,1855290000
2015-10-19,4428.060059,4464.779785,4420.799805,4462.069824,4462.069824,1619920000
2015-10-20,4454.620117,4463.109863,4424.339844,4438.180176,4438.180176,1711700000
2015-10-21,4462.220215,4464.729980,4409.899902,4413.520020,4413.520020,1895390000
2015-10-22,4451.319824,4504.700195,4438.600098,4503.220215,4503.220215,2156040000
2015-10-23,4623.720215,4645.959961,4598.740234,4624.089844,4624.089844,2178270000
2015-10-26,4621.140137,4638.750000,4606.660156,4630.850098,4630.850098,1758690000
2015-10-27,4617.600098,4645.939941,4617.439941,4639.229980,4639.229980,1986840000
2015-10-28,4649.100098,4678.580078,4609.930176,4678.580078,4678.580078,2141130000
2015-10-29,4657.779785,4678.200195,4653.000000,4670.759766,4670.759766,1928310000
2015-10-30,4676.299805,4681.229980,4648.830078,4648.830078,4648.830078,2016390000
2015-11-02,4658.790039,4707.770020,4652.450195,4703.919922,4703.919922,1888180000
2015-11-03,4692.029785,4735.310059,4685.979980,4719.049805,4719.049805,2028630000
2015-11-04,4729.069824,4737.120117,4698.839844,4717.549805,4717.549805,2096110000
2015-11-05,4718.509766,4731.560059,4678.790039,4702.899902,4702.899902,2054490000
2015-11-06,4695.879883,4710.470215,4665.410156,4707.229980,4707.229980,2066430000
2015-11-09,4687.350098,4694.270020,4627.120117,4655.520020,4655.520020,1850770000
2015-11-10,4628.830078,4647.319824,4616.709961,4641.729980,4641.729980,1906120000
2015-11-11,4657.189941,4677.779785,4631.060059,4636.939941,4636.939941,1672340000
2015-11-12,4617.779785,4639.259766,4588.080078,4588.930176,4588.930176,1820930000
2015-11-13,4566.120117,4575.799805,4499.149902,4502.140137,4502.140137,2001050000
2015-11-16,4494.560059,4566.029785,4486.089844,4565.470215,4565.470215,1819190000
2015-11-17,4571.549805,4598.270020,4554.890137,4565.819824,4565.819824,1861710000
2015-11-18,4586.240234,4657.629883,4580.720215,4653.439941,4653.439941,2017390000
2015-11-19,4657.609863,4678.020020,4648.939941,4655.350098,4655.350098,1794110000
2015-11-20,4680.509766,4691.589844,4674.609863,4686.359863,4686.359863,1766630000
2015-11-23,4689.979980,4706.620117,4655.600098,4674.790039,4674.790039,1668280000
2015-11-24,4645.520020,4682.129883,4621.629883,4669.410156,4669.410156,1956920000
2015-11-25,4674.229980,4683.549805,4666.240234,4672.879883,4672.879883,1539300000
2015-11-27,4680.439941,4689.580078,4665.919922,4680.470215,4680.470215,781730000
2015-11-30,4692.569824,4695.060059,4654.529785,4664.509766,4664.509766,2223880000
2015-12-01,4685.740234,4716.160156,4682.399902,4716.160156,4716.160156,2035570000
2015-12-02,4720.270020,4739.750000,4680.060059,4686.220215,4686.220215,2060340000
2015-12-03,4704.200195,4705.779785,4579.910156,4606.750000,4606.750000,2088100000
2015-12-04,4621.479980,4722.390137,4612.109863,4716.120117,4716.120117,1897490000
2015-12-07,4718.549805,4720.819824,4671.870117,4693.620117,4693.620117,1952690000
2015-12-08,4646.430176,4708.470215,4643.649902,4694.770020,4694.770020,1871450000
2015-12-09,4674.799805,4698.250000,4595.009766,4622.140137,4622.140137,2003450000
2015-12-10,4627.770020,4674.000000,4619.979980,4643.049805,4643.049805,1746520000
2015-12-11,4583.080078,4600.910156,4534.049805,4537.560059,4537.560059,2084950000
2015-12-14,4535.560059,4571.569824,4478.250000,4570.160156,4570.160156,2196060000
2015-12-15,4607.200195,4636.770020,4592.720215,4597.330078,4597.330078,2054710000
2015-12-16,4633.850098,4673.540039,4582.870117,4664.560059,4664.560059,2016610000
2015-12-17,4680.629883,4681.129883,4597.649902,4598.140137,4598.140137,1897220000
2015-12-18,4578.689941,4593.399902,4513.229980,4514.830078,4514.830078,3765210000
2015-12-21,4547.919922,4560.709961,4519.819824,4560.549805,4560.549805,1673400000
2015-12-22,4580.609863,4596.080078,4560.540039,4589.259766,4589.259766,1556670000
2015-12-23,4612.160156,4626.169922,4605.359863,4624.589844,4624.589844,1591490000
2015-12-24,4626.319824,4635.589844,4620.799805,4622.770020,4622.770020,706880000
2015-12-28,4610.410156,4621.680176,4580.129883,4621.350098,4621.350098,1310650000
2015-12-29,4645.080078,4702.740234,4644.319824,4691.080078,4691.080078,1383470000
2015-12-30,4687.160156,4688.660156,4651.729980,4652.009766,4652.009766,1247530000
2015-12-31,4634.160156,4642.549805,4592.879883,4593.270020,4593.270020,1437480000
2016-01-04,4485.060059,4497.859863,4439.129883,4497.859863,4497.859863,2218420000
2016-01-05,4512.040039,4522.120117,4466.049805,4484.180176,4484.180176,1927380000
2016-01-06,4409.779785,4467.549805,4409.490234,4443.990234,4443.990234,2168620000
2016-01-07,4349.140137,4403.609863,4303.660156,4305.720215,4305.720215,2552590000
2016-01-08,4336.120117,4362.459961,4264.810059,4270.779785,4270.779785,2288750000
2016-01-11,4300.970215,4311.140137,4217.629883,4283.549805,4283.549805,2391110000
2016-01-12,4322.770020,4353.189941,4273.020020,4333.720215,4333.720215,2147470000
2016-01-13,4352.640137,4359.500000,4177.299805,4183.120117,4183.120117,2533200000
2016-01-14,4201.229980,4308.250000,4133.319824,4272.970215,4272.970215,2565560000
2016-01-15,4123.870117,4184.689941,4085.790039,4141.080078,4141.080078,2818630000
2016-01-19,4199.560059,4202.040039,4101.049805,4147.069824,4147.069824,2394550000
2016-01-20,4078.229980,4178.640137,3992.909912,4136.279785,4136.279785,3204130000
2016-01-21,4146.450195,4200.359863,4099.299805,4142.600098,4142.600098,2447750000
2016-01-22,4226.439941,4260.549805,4209.240234,4259.770020,4259.770020,2153340000
2016-01-25,4245.470215,4268.109863,4193.319824,4196.529785,4196.529785,2028880000
2016-01-26,4211.919922,4250.970215,4177.850098,4233.850098,4233.850098,1981180000
2016-01-27,4214.939941,4226.089844,4111.930176,4128.859863,4128.859863,2115710000
2016-01-28,4197.200195,4197.479980,4116.500000,4186.060059,4186.060059,2322310000
2016-01-29,4186.350098,4279.169922,4184.310059,4279.169922,4279.169922,2607550000
2016-02-01,4254.410156,4301.629883,4238.200195,4286.560059,4286.560059,1983340000
2016-02-02,4262.450195,4265.040039,4180.569824,4193.100098,4193.100098,2185180000
2016-02-03,4213.669922,4218.160156,4099.240234,4171.970215,4171.970215,2466190000
2016-02-04,4158.049805,4200.990234,4120.580078,4167.770020,4167.770020,2200930000
2016-02-05,4150.350098,4152.729980,4008.449951,4024.469971,4024.469971,2479280000
2016-02-08,3947.989990,3979.090088,3888.780029,3960.669922,3960.669922,2702070000
2016-02-09,3903.929932,4008.060059,3902.739990,3947.800049,3947.800049,2465790000
2016-02-10,3996.760010,4045.479980,3962.699951,3966.280029,3966.280029,2448380000
2016-02-11,3910.570068,3988.709961,3902.860107,3962.219971,3962.219971,2812330000
2016-02-12,3996.639893,4022.120117,3965.739990,4019.189941,4019.189941,1983190000
2016-02-16,4077.330078,4104.330078,4049.879883,4104.330078,4104.330078,2117920000
2016-02-17,4138.430176,4204.620117,4125.830078,4199.100098,4199.100098,2296440000
2016-02-18,4212.220215,4212.580078,4146.100098,4151.490234,4151.490234,1955870000
2016-02-19,4129.750000,4175.080078,4121.589844,4164.089844,4164.089844,1903770000
2016-02-22,4203.600098,4235.120117,4199.930176,4231.270020,4231.270020,1794020000
2016-02-23,4209.319824,4217.990234,4158.560059,4162.540039,4162.540039,1777750000
2016-02-24,4116.020020,4205.979980,4088.120117,4200.660156,4200.660156,1978180000
2016-02-25,4212.479980,4241.250000,4173.250000,4241.060059,4241.060059,1667840000
2016-02-26,4273.589844,4275.830078,4227.290039,4235.620117,4235.620117,1814920000
2016-02-29,4228.569824,4263.310059,4200.149902,4201.120117,4201.120117,2065260000
2016-03-01,4238.080078,4333.609863,4225.930176,4333.609863,4333.609863,2080150000
2016-03-02,4328.720215,4335.430176,4301.089844,4334.390137,4334.390137,1912510000
2016-03-03,4330.399902,4331.490234,4296.319824,4325.859863,4325.859863,1936290000
2016-03-04,4334.029785,4356.339844,4301.350098,4329.000000,4329.000000,2171230000
2016-03-07,4303.810059,4330.279785,4271.560059,4303.330078,4303.330078,2084390000
2016-03-08,4272.720215,4308.839844,4258.819824,4265.509766,4265.509766,1993060000
2016-03-09,4281.100098,4293.229980,4258.080078,4293.229980,4293.229980,1789550000
2016-03-10,4307.870117,4335.330078,4232.080078,4286.970215,4286.970215,1936470000
2016-03-11,4337.120117,4361.830078,4320.549805,4361.830078,4361.830078,1801790000
2016-03-14,4347.939941,4378.350098,4347.549805,4367.330078,4367.330078,1615100000
2016-03-15,4354.379883,4371.290039,4339.859863,4367.080078,4367.080078,1692420000
2016-03-16,4359.669922,4416.109863,4357.740234,4404.200195,4404.200195,1781060000
2016-03-17,4390.060059,4413.080078,4376.870117,4400.259766,4400.259766,1907190000
2016-03-18,4408.819824,4420.879883,4387.799805,4410.830078,4410.830078,2829040000
2016-03-21,4403.089844,4430.439941,4400.350098,4426.979980,4426.979980,1609230000
2016-03-22,4403.470215,4450.759766,4401.259766,4437.620117,4437.620117,1596200000
2016-03-23,4431.819824,4434.759766,4394.959961,4402.560059,4402.560059,1732630000
2016-03-24,4380.229980,4405.990234,4374.709961,4405.529785,4405.529785,1590990000
2016-03-28,4415.040039,4417.569824,4393.080078,4398.069824,4398.069824,1381000000
2016-03-29,4391.189941,4471.770020,4384.270020,4467.720215,4467.720215,1806490000
2016-03-30,4494.700195,4518.180176,4481.839844,4490.879883,4490.879883,1717820000
2016-03-31,4491.009766,4504.240234,4478.129883,4483.660156,4483.660156,1774270000
2016-04-01,4461.770020,4534.319824,4452.109863,4532.080078,4532.080078,1812250000
2016-04-04,4526.390137,4533.430176,4503.649902,4511.700195,4511.700195,1705730000
2016-04-05,4479.109863,4494.709961,4465.040039,4470.750000,4470.750000,1726010000
2016-04-06,4476.350098,4544.589844,4476.350098,4543.779785,4543.779785,1761770000
2016-04-07,4519.020020,4525.689941,4459.720215,4475.290039,4475.290039,1908940000
2016-04-08,4506.970215,4515.910156,4459.560059,4474.930176,4474.930176,1588830000
2016-04-11,4496.259766,4516.100098,4458.470215,4458.709961,4458.709961,1545540000
2016-04-12,4464.069824,4503.890137,4435.049805,4496.040039,4496.040039,1759280000
2016-04-13,4526.919922,4560.109863,4524.259766,4554.720215,4554.720215,1936450000
2016-04-14,4554.660156,4569.729980,4541.660156,4554.629883,4554.629883,1645810000
2016-04-15,4550.310059,4558.919922,4531.000000,4543.160156,4543.160156,1684790000
2016-04-18,4535.209961,4570.580078,4531.109863,4569.310059,4569.310059,1672260000
2016-04-19,4573.580078,4574.379883,4515.979980,4537.089844,4537.089844,1824250000
2016-04-20,4539.200195,4562.339844,4523.899902,4540.439941,4540.439941,1781340000
2016-04-21,4540.709961,4558.669922,4522.850098,4540.799805,4540.799805,1758190000
2016-04-22,4478.450195,4502.390137,4440.140137,4474.189941,4474.189941,2018930000
2016-04-25,4459.669922,4474.770020,4452.870117,4474.129883,4474.129883,1582270000
2016-04-26,4480.600098,4490.060059,4439.379883,4452.970215,4452.970215,1825020000
2016-04-27,4412.819824,4426.279785,4381.169922,4416.629883,4416.629883,1938780000
2016-04-28,4419.120117,4447.200195,4355.299805,4363.990234,4363.990234,2161400000
2016-04-29,4367.589844,4372.970215,4307.100098,4341.299805,4341.299805,2376460000
2016-05-02,4350.830078,4386.979980,4334.589844,4381.299805,4381.299805,1880460000
2016-05-03,4349.080078,4368.759766,4329.759766,4341.390137,4341.390137,1984340000
2016-05-04,4314.500000,4328.220215,4301.069824,4312.009766,4312.009766,1950800000
2016-05-05,4326.910156,4333.120117,4299.609863,4309.479980,4309.479980,1888350000
2016-05-06,4290.359863,4330.240234,4282.000000,4330.169922,4330.169922,1860800000
2016-05-09,4331.660156,4361.870117,4329.899902,4341.229980,4341.229980,1625100000
2016-05-10,4360.729980,4404.089844,4351.160156,4402.040039,4402.040039,1760120000
2016-05-11,4395.879883,4407.930176,4360.729980,4361.029785,4361.029785,1859110000
2016-05-12,4376.089844,4377.859863,4312.879883,4342.810059,4342.810059,1930450000
2016-05-13,4337.830078,4364.240234,4318.700195,4326.529785,4326.529785,1698030000
2016-05-16,4335.330078,4395.700195,4329.890137,4380.479980,4380.479980,1741510000
2016-05-17,4376.549805,4385.060059,4311.180176,4322.560059,4322.560059,1925230000
2016-05-18,4314.339844,4360.910156,4305.729980,4338.229980,4338.229980,1934100000
2016-05-19,4319.859863,4331.580078,4284.370117,4315.580078,4315.580078,1805890000
2016-05-20,4330.069824,4379.979980,4329.569824,4362.899902,4362.899902,1970520000
2016-05-23,4364.729980,4382.399902,4353.359863,4355.100098,4355.100098,1865110000
2016-05-24,4381.339844,4449.209961,4380.459961,4444.299805,4444.299805,1942280000
2016-05-25,4459.259766,4488.520020,4453.049805,4476.430176,4476.430176,1784420000
2016-05-26,4478.569824,4494.029785,4469.759766,4487.959961,4487.959961,1606250000
2016-05-27,4490.959961,4512.540039,4489.160156,4512.540039,4512.540039,1505020000
2016-05-31,4513.850098,4526.839844,4497.649902,4523.890137,4523.890137,2285350000
2016-06-01,4507.180176,4530.390137,4502.779785,4520.069824,4520.069824,1797090000
2016-06-02,4510.810059,4531.350098,4488.080078,4531.350098,4531.350098,1729050000
2016-06-03,4520.979980,4523.359863,4480.799805,4509.790039,4509.790039,1697840000
2016-06-06,4517.879883,4536.549805,4510.330078,4523.629883,4523.629883,1663840000
2016-06-07,4527.859863,4532.299805,4511.419922,4513.089844,4513.089844,1747760000
2016-06-08,4521.100098,4529.089844,4505.390137,4520.629883,4520.629883,1692640000
2016-06-09,4501.149902,4518.500000,4494.759766,4512.689941,4512.689941,1632340000
2016-06-10,4473.080078,4480.479980,4447.330078,4461.049805,4461.049805,1822200000
2016-06-13,4436.120117,4461.270020,4419.729980,4422.759766,4422.759766,1888300000
2016-06-14,4413.709961,4439.729980,4392.430176,4424.910156,4424.910156,1919710000
2016-06-15,4433.680176,4439.609863,4404.580078,4409.509766,4409.509766,1802200000
2016-06-16,4387.899902,4428.270020,4362.160156,4424.229980,4424.229980,1851770000
2016-06-17,4409.750000,4409.750000,4363.629883,4374.379883,4374.379883,2638220000
2016-06-20,4424.109863,4444.060059,4397.359863,4400.160156,4400.160156,1779560000
2016-06-21,4408.029785,4422.669922,4398.640137,4413.399902,4413.399902,1698080000
2016-06-22,4415.459961,4442.020020,4400.879883,4404.729980,4404.729980,1682220000
2016-06-23,4437.609863,4467.479980,4420.160156,4467.479980,4467.479980,1738570000
2016-06-24,4294.799805,4373.149902,4274.540039,4285.700195,4285.700195,4411040000
2016-06-27,4247.709961,4249.000000,4179.740234,4201.049805,4201.049805,2659650000
2016-06-28,4245.319824,4291.430176,4245.290039,4290.470215,4290.470215,2074090000
2016-06-29,4323.330078,4373.959961,4322.359863,4364.740234,4364.740234,2116550000
2016-06-30,4378.750000,4417.959961,4359.569824,4417.700195,4417.700195,2171180000
2016-07-01,4411.770020,4453.859863,4411.759766,4437.450195,4437.450195,1745130000
2016-07-05,4414.350098,4418.040039,4386.560059,4410.750000,4410.750000,1690340000
2016-07-06,4388.430176,4447.229980,4375.720215,4444.700195,4444.700195,1876090000
2016-07-07,4451.149902,4468.310059,4438.799805,4459.580078,4459.580078,1672770000
2016-07-08,4484.919922,4529.720215,4476.500000,4528.359863,4528.359863,1947260000
2016-07-11,4544.330078,4569.970215,4544.330078,4554.709961,4554.709961,1718450000
2016-07-12,4579.850098,4588.240234,4570.560059,4577.609863,4577.609863,1866280000
2016-07-13,4589.129883,4589.950195,4565.700195,4565.770020,4565.770020,1650820000
2016-07-14,4597.189941,4604.759766,4585.700195,4596.490234,4596.490234,1641170000
2016-07-15,4602.000000,4607.180176,4579.830078,4589.830078,4589.830078,1610300000
2016-07-18,4595.060059,4627.569824,4591.830078,4619.680176,4619.680176,1585570000
2016-07-19,4601.680176,4617.470215,4595.379883,4603.279785,4603.279785,1694740000
2016-07-20,4630.850098,4665.669922,4623.930176,4657.200195,4657.200195,1877330000
2016-07-21,4662.950195,4669.529785,4634.069824,4647.020020,4647.020020,1880310000
2016-07-22,4650.979980,4670.540039,4635.220215,4666.069824,4666.069824,1639000000
2016-07-25,4662.899902,4667.089844,4650.500000,4665.930176,4665.930176,1770620000
2016-07-26,4664.100098,4687.899902,4648.919922,4672.109863,4672.109863,2038060000
2016-07-27,4711.109863,4716.069824,4685.109863,4702.879883,4702.879883,2122250000
2016-07-28,4710.229980,4725.779785,4696.080078,4721.410156,4721.410156,1950910000
2016-07-29,4734.700195,4743.250000,4715.770020,4730.229980,4730.229980,2072640000
2016-08-01,4734.439941,4767.240234,4728.729980,4756.040039,4756.040039,1866590000
2016-08-02,4748.419922,4752.290039,4689.549805,4719.209961,4719.209961,2142010000
2016-08-03,4716.580078,4734.330078,4712.100098,4734.330078,4734.330078,1909470000
2016-08-04,4731.540039,4749.089844,4719.009766,4743.810059,4743.810059,1930000000
2016-08-05,4769.169922,4799.859863,4763.580078,4791.209961,4791.209961,2017720000
2016-08-08,4791.100098,4794.140137,4770.220215,4784.740234,4784.740234,1624450000
2016-08-09,4787.919922,4811.020020,4786.379883,4795.750000,4795.750000,1664320000
2016-08-10,4799.830078,4799.879883,4771.979980,4783.390137,4783.390137,1651240000
2016-08-11,4800.589844,4813.359863,4790.649902,4803.310059,4803.310059,1511670000
2016-08-12,4794.350098,4807.529785,4790.490234,4807.080078,4807.080078,1501620000
2016-08-15,4814.770020,4837.669922,4812.450195,4827.120117,4827.120117,1533170000
2016-08-16,4814.209961,4814.959961,4796.919922,4797.189941,4797.189941,1698390000
2016-08-17,4799.029785,4807.049805,4772.430176,4805.450195,4805.450195,1747890000
2016-08-18,4802.330078,4814.540039,4794.290039,4808.680176,4808.680176,1659080000
2016-08-19,4800.200195,4816.000000,4786.270020,4806.140137,4806.140137,1632740000
2016-08-22,4797.950195,4817.359863,4791.060059,4808.560059,4808.560059,1560210000
2016-08-23,4828.790039,4836.450195,4816.759766,4818.479980,4818.479980,1547050000
2016-08-24,4812.490234,4821.299805,4770.729980,4783.490234,4783.490234,1714780000
2016-08-25,4773.680176,4792.470215,4768.000000,4775.430176,4775.430176,1511890000
2016-08-26,4782.459961,4815.580078,4758.100098,4783.689941,4783.689941,1591060000
2016-08-29,4787.930176,4804.419922,4784.629883,4791.089844,4791.089844,1416640000
2016-08-30,4787.770020,4797.620117,4760.279785,4775.990234,4775.990234,1561020000
2016-08-31,4770.229980,4775.189941,4751.689941,4771.049805,4771.049805,1761770000
2016-09-01,4774.810059,4787.939941,4750.240234,4783.939941,4783.939941,1592520000
2016-09-02,4806.140137,4816.700195,4781.609863,4798.740234,4798.740234,1474200000
2016-09-06,4806.660156,4829.509766,4797.339844,4829.509766,4829.509766,1777940000
2016-09-07,4829.910156,4839.589844,4813.990234,4831.859863,4831.859863,1878460000
2016-09-08,4816.479980,4816.479980,4791.220215,4804.000000,4804.000000,1839790000
2016-09-09,4763.040039,4773.770020,4681.540039,4681.540039,4681.540039,2208690000
2016-09-12,4656.589844,4772.450195,4656.509766,4764.649902,4764.649902,2007610000
2016-09-13,4740.000000,4756.200195,4701.790039,4722.850098,4722.850098,2071460000
2016-09-14,4726.750000,4770.390137,4726.750000,4746.060059,4746.060059,1902680000
2016-09-15,4749.709961,4826.020020,4748.669922,4819.899902,4819.899902,1950940000
2016-09-16,4811.790039,4821.850098,4794.200195,4818.049805,4818.049805,3013860000
2016-09-19,4833.839844,4843.759766,4787.439941,4796.069824,4796.069824,1791120000
2016-09-20,4813.779785,4824.209961,4797.779785,4805.220215,4805.220215,1695190000
2016-09-21,4826.580078,4858.569824,4797.899902,4853.750000,4853.750000,1999690000
2016-09-22,4879.279785,4895.500000,4876.370117,4891.359863,4891.359863,1882100000
2016-09-23,4881.450195,4882.419922,4853.410156,4858.910156,4858.910156,1761330000
2016-09-26,4830.169922,4837.339844,4812.319824,4817.169922,4817.169922,1669520000
2016-09-27,4813.890137,4868.379883,4811.279785,4866.709961,4866.709961,1751060000
2016-09-28,4871.839844,4877.299805,4850.040039,4875.270020,4875.270020,1785470000
2016-09-29,4868.459961,4875.520020,4819.020020,4838.299805,4838.299805,1941170000
2016-09-30,4856.100098,4889.229980,4846.899902,4875.700195,4875.700195,2059800000
2016-10-03,4864.629883,4872.140137,4848.209961,4866.629883,4866.629883,1604060000
2016-10-04,4880.569824,4891.500000,4841.720215,4859.470215,4859.470215,1708990000
2016-10-05,4872.979980,4891.350098,4870.810059,4877.750000,4877.750000,1753340000
2016-10-06,4871.950195,4883.970215,4851.529785,4873.919922,4873.919922,1654020000
2016-10-07,4883.939941,4884.700195,4840.930176,4864.520020,4864.520020,1646650000
2016-10-10,4887.729980,4904.720215,4885.589844,4893.770020,4893.770020,1364150000
2016-10-11,4890.169922,4890.169922,4804.240234,4821.910156,4821.910156,1821680000
2016-10-12,4824.270020,4836.549805,4806.330078,4819.640137,4819.640137,1565940000
2016-10-13,4785.589844,4816.330078,4760.069824,4803.100098,4803.100098,1735310000
2016-10-14,4828.899902,4845.990234,4806.729980,4808.479980,4808.479980,1594480000
2016-10-17,4808.470215,4814.879883,4790.450195,4796.169922,4796.169922,1424270000
2016-10-18,4849.910156,4860.680176,4837.310059,4839.720215,4839.720215,1474430000
2016-10-19,4833.810059,4845.069824,4830.680176,4836.609863,4836.609863,1546960000
2016-10-20,4831.310059,4842.319824,4805.839844,4832.709961,4832.709961,1741820000
2016-10-21,4836.540039,4853.609863,4822.779785,4851.859863,4851.859863,1649470000
2016-10-24,4884.160156,4911.589844,4880.770020,4909.970215,4909.970215,1531970000
2016-10-25,4908.180176,4911.759766,4885.899902,4891.450195,4891.450195,1579490000
2016-10-26,4863.520020,4886.319824,4846.439941,4860.589844,4860.589844,1725900000
2016-10-27,4883.069824,4885.830078,4831.689941,4836.450195,4836.450195,1918690000
2016-10-28,4820.500000,4848.549805,4794.069824,4805.589844,4805.589844,1895970000
2016-10-31,4821.310059,4823.919922,4801.160156,4801.270020,4801.270020,1707260000
2016-11-01,4810.299805,4811.020020,4726.350098,4766.939941,4766.939941,1878650000
2016-11-02,4764.830078,4773.649902,4717.560059,4726.910156,4726.910156,2105870000
2016-11-03,4718.529785,4732.200195,4673.049805,4679.100098,4679.100098,2107720000
2016-11-04,4647.589844,4697.939941,4647.589844,4660.459961,4660.459961,2015130000
2016-11-07,4737.979980,4777.060059,4731.790039,4773.729980,4773.729980,1914310000
2016-11-08,4766.479980,4824.970215,4757.250000,4804.919922,4804.919922,1736100000
2016-11-09,4748.910156,4832.950195,4747.350098,4825.180176,4825.180176,2824560000
2016-11-10,4849.709961,4855.790039,4685.740234,4747.029785,4747.029785,2984360000
2016-11-11,4729.140137,4759.830078,4711.959961,4751.950195,4751.950195,2285050000
